Full Tweet,user_location,place,State
Recognize this house? It was a filming location for the Hunger Games movies Mockingjay and Catching Fire. #sitsum #makehistory @VisitATL https://t.co/saIDHohoYc,"Cincinnati, OH",,OH
"So if I wear a suit or polos and golf pants I'm ""colonized""? Best take your 1,001 Arabian Nights Lawrence of Arabia nonsense somewhere else.","Chino Hills, CA",,CA
"Just saw ""Miller's Crossing"" for the first time. A Masterpiece. Script, Cinematography, Gabriel Byrne, Albert Finney, John Turturro - A+",Chicago. But only literally.,,IL
"Name a ridiculously overlong movie that you nevertheless love to death and still thing deserves to be ridiculously overlong. I'll go first: LAWRENCE OF ARABIA.I never get bored. Never.","Chicago, IL/Washington, DC",,DC
"- Jurassic Park- The Lost World: Jurassic Park- Jurassic Park 3- Jurassic World- Jurassic World 2: Lost Kingdom- Lawrence of Arabia https://t.co/9C2hacoAG1","Chicago, IL (via South Dakota)",,IL
whoops i forgot to share that sarah and i were jack and ennis from brokeback mountain for halloween ! https://t.co/kF223CfMzq,"chicago, il",,IL
brokeback mountain (2006) https://t.co/hN46rexghS,"Chicago, IL",,IL
"Frankenstein: what shall I call you?!Frankenstein's monster: call me by your name and I'll call you by mine.Frankenstein: won't that be confusing?Frankenstein's monster: shhhhh (Deep kiss)","Chicago, IL","Chicago, IL",IL
i don't feel i'm getting enough credit for suggesting the sequel to CALL ME BY YOUR NAME be called BEEP ME BY YOUR NAME,"Chicago, IL","Chicago, IL",IL
"people: It's almost Christmas, do you have any plan?me : Yeah...#CarolMovie #CateBlanchett #RooneyMara https://t.co/lRox1XMKDP","Chicago, IL",,IL
"Sorry, like to add one more thing.If you are a fan of the Cohen Brothers movie ""Miller's Crossing"", yeah, this guy is ""Leo"".","Chicago, IL",,IL
"@maydaymindy9 Miller's CrossingThis Property is Condemned","Chicago, IL",,IL
"The Coen Brothers' MILLER'S CROSSING is tonight at 7pm, on 35MM!Part of NOIR CITYSchedule: https://t.co/dIQdPDv9O9 https://t.co/4fOcD58HWd","Chicago, IL",,IL
"To quote Polito in MILLER'S CROSSING, tonight's Billions was about et-tics. My NYT recap: https://t.co/n3ohiQoFj1 https://t.co/quFxVJGoCX","Chicago, IL",,IL
The Coen brothers' MILLER'S CROSSING turns 25 today. Read Roger's 3-star review http://t.co/8aMFJ5Y3zh http://t.co/oyhOMsZYWO,"Chicago, IL",,IL
Guest blogger Jon Polito in MILLER'S CROSSING weighs in on #TheJinx controversy: http://t.co/GQDvgJhGoo,"Chicago, IL",,IL
"(THE HUNGER GAMES: MOCKINGJAY)*Super whiny voice* Ooo, look at me, I'm Jay, I'm in the Hunger Ga-oh he got killed.","Chicago, IL",,IL
This magical 35mm print of Anna Billerâ€™s THE LOVE WITCH screens this Monday and Wednesday @filmcenter as part of their â€œOscilloscope at Tenâ€ù series. _Ÿ”®_Ÿ”® https://t.co/WfhNCz4O1Z,"Chicago, IL",,IL
"Seeing so much love for The Love Witch on #femalefilmmakerfriday I just wanted to call out Vivaâ€”for me, the film that totally split genre conventions from their gendered sexuality. (But maybe more importantlyâ€”itâ€™s fun. Really fun.) https://t.co/QbLaGA3UuQ","Chicago, IL",,IL
The Picture of Dorian Gray but he starts out with the best Snapchat filter and as his soul becomes more corrupt the filters get worse.,"Chicago, IL",,IL
The Picture of Dorian Gray Kitty https://t.co/Yghzs0Dsv7,"Chicago, IL",,IL
"brokeback mountain more like broke his back, mounting his cock. because they have gay sex",chicago,,IL
"Disney Gays are why Crash won Best Picture over Brokeback Mountain, pass it on",Chicago,,IL
"Luca Guadagnino (Suspiria, Call Me By Your Name) to helm film adaptation of Bob Dylan's Blood On The Tracks:  https://t.co/SaPJuz4brQ https://t.co/6GyLuaQnO7",Chicago,,IL
"Luca Guadagnino (Suspiria, Call Me By Your Name) to direct film adaptation of Bob Dylan's Blood On The Tracks: https://t.co/SaPJuz4brQ https://t.co/xeieoMIlDj",Chicago,,IL
Marcia Gay Hardenâ€™s hair in Millerâ€™s Crossing _Ÿ’« https://t.co/vhrxqphDTr,Chicago,,IL
"The Trump WH is like ""Miller's Crossing"" if everybody was the Jon Turturro character. https://t.co/hLmJHVSfoh",Chicago,,IL
"macho straight guys formulate their entire identity around â€œloving womenâ€ù but donâ€™t read books by women, donâ€™t watch movies about women, donâ€™t respect or care for women they arenâ€™t attracted to.loving sex with women is not loving women. watch Mona Lisa Smile, you cowards.",chicago,,IL
Cute Couples: our very own love witch @sick__66 pairs Season of the Witch with the great The Love Witch: https://t.co/5VvERNe74m https://t.co/l9gM2atGnX,Chicago,,IL
"so i've been thinking a lot lately abt Lana, The Love Witch, I Love Dick, &amp; _Ÿ‘€the gaze_Ÿ‘€ https://t.co/7UNfrCMueT https://t.co/fQMSlsH0Vb",CHICAGO,,IL
"This is America's 'Picture of Dorian Gray.'It's been hauled down from the attic to remind us of the dark aspects of our history. This man embodies the greed, hate, bigotry, vanity, and dishonesty which we've overcome in our finest moments as a nation.We are better than this. https://t.co/OD0mBOi5OP","Charlotte, NC",,NC
Steve Bannon is the Right Wing's Picture of Dorian Gray. https://t.co/gqB0cutqeR,"Charlotte, NC",,NC
Classic Coen Noir &gt; MILLER'S CROSSING * 1990 : @noirfoundation #NoirAlley #FlashbackFriday @movieartaustin @CHANNINGPOSTERS #TCM https://t.co/oIboGoChLZ,Central Texas ,,TX
Unforgiving &amp; Unrepented &gt; MILLER'S CROSSING * 1990 * Neo-Noir by the Coen Brothers : @noirfoundation #NoirAlley https://t.co/Ca6SZfJdVj,Central Texas ,,TX
@girlNquestion42 @ourmuvie I love every second of this masterpiece. #CarolMovie #NoLimitsOfAppreciation,"Carol City, FL",,FL
"â€œThe day he left me was the day I died  but then I was reborn, as a witchâ€ù _Ÿ—¡_Ÿ”®âù_ï¸è Elaine from â€œThe Love Witchâ€ù (my current obsession) https://t.co/QCchFva3eK","Carmel, CA",,CA
Ok the makeup in â€œThe Love Witchâ€ù is probably my favorite movie makeup of all time. Itâ€™s IMPECCABLE. I highly recommend itâ€™s a beautiful period piece and the storyline is campy and amazing. https://t.co/6cv4j5s3S5,"Carmel, CA",,CA
"Carol movie viewing party held every Friday! Even if youâ€™re alone, letâ€™s all watch this classic together at 8PM. #carolmovie #cateblanchett #rooneymara #carolfans","California, USA",,CA
"Favorite First Watches of July:-Until the End of the World-Merry Christmas Mr Lawrence-Torch Song Trilogy-Howards End https://t.co/agQ9b3Bjow","California, USA",,CA
"@ThaddeusRussell @michaelbd What!? Even RAISING ARIZONA, MILLER'S CROSSING, FARGO, and BARTON FINK?","California, USA",,CA
"Barney Miller's Crossing#DepressingSitcoms","California, USA",,CA
"It's taken a few years, but I think all the lessons from the movie, ""Mona Lisa Smile"" are finally beginning to sink in.","California, USA",,CA
Here I am crying while watching the hunger games: mockingjay part 2,"California, USA",,CA
"ATTENTION LOS ANGELES WITCHES- @demonicpins666 and @TheMysticMuseum Presents: The Love Witch High Tea Party- Friday March 30th at 8pm located at The Mystic Museum In Burbank- grab your tickets @TheMysticMuseum ! Meet @missannabiller and Samantha Robinson! âù_ï¸è_Ÿ—¡_Ÿç· https://t.co/ZYyGY62reG","California, USA",,CA
Available now!  The Official Love Witch Victorian Tea Room Bundle!  https://t.co/4F0BFs09DA @missannabiller _Ÿ–__Ÿç°_Ÿ—¡ https://t.co/o4AeDHPTcp,"California, USA",,CA
Mel Gibson is like the picture of Dorian Gray that gets more unlikable every time you see it.,"California, USA",,CA
"Basic: animated horse balls is a part of why the game is 105 gb Advanced: animated Brokeback Mountain shit will be the sole reason why the game takes up half a terabyte https://t.co/3aLtFR6ydP",California (Unfortunately),,CA
Julia just being Julia_Ÿ’¥_Ÿ’¥ http://t.co/OGhkJMkHmq,California,"Vacaville, CA",CA
"@MStarkow @apls452 @yablowza @that_karen @mindtheimage @psenicka_alicia @cke5 @chelseyamoore I see ""Merry Christmas, Mr. Lawrence"" I've gotta see  that again.",California,,CA
"That feeling after you #voted for the sake of the next generation... #electionday Hunger Games: Mockingjay Part 2 with DTS Sound out now https://t.co/6Z6jj3fCxe","Calabasas, CA",,CA
"â€œKatniss Everdeenâ€ù sundress worn in the final scene in The Hunger Games: Mockingjay - Part 2 sold for $5,440!","Calabasas, CA",,CA
"â€ùPeeta Mellarkâ€ù brass bed frame from The Hunger Games: Mockingjay - Part 2 est. at $1,200 sold at $4,160!!","Calabasas, CA",,CA
"_Ÿê« @danharmon rewrites #LawrenceOfArabia _Ÿ—¡ on the latest episode of @neverseenitshow !_Ÿè† This one is a must-listen!Find it on #StarburnsAudio @ApplePodcasts:https://t.co/IqaMfu4WeX https://t.co/YwmDN84mZa","Burbank, CA",,CA
"Sept. 1990 was a feast of gangster moviesâ€”'Goodfellas', 'King of NY' + 'Miller's Crossing'! http://t.co/EBfOsKYKWq http://t.co/ZBSFrbs5PP","Burbank, CA",,CA
The Coen Brothers' 'Miller's Crossing'â€”one of the greatest gangster films everâ€”was released 25 years ago today. http://t.co/yoFaotYrtC,"Burbank, CA",,CA
Ashamed to admit I just watched Miller's Crossing for the first time.  Glad I finally got around to it.,"Burbank, Ca",,CA
If you ever think your phone is screwed up mine plays the hunger games mockingjay whistle on its own,"Buffalo, NY",,NY
Did brokeback mountain teach you pain because you know one of them was bottoming for the first time in that tent and they definitely didnâ€™t have lube? Because same. I felt that. https://t.co/tTU08cmUa2,buffalo,"Buffalo, NY",NY
"@curious_chazz Own it, but haven't watched it yet. Just don't start with ""Romance"" or ""Anatomy of Hell"" (Sam)","Brooklyn, the World",,NY
SLEEPING BEAUTY sounds good. And I say this as someone that thinks her best film after LAST MISTRESS might be ANATOMY OF HELL.,"Brooklyn, NY",,NY
Also my thoughts on BLUEBEARD have been updated on Extended Cut. They were written well before having seen ANATOMY OF HELL.,"Brooklyn, NY",,NY
I have problems with it but I also really like Breillat's ANATOMY OF HELL: http://tinyurl.com/23msa8j,"Brooklyn, NY",,NY
"Catherine Breillat's ""Anatomy of Hell."" Still âœ_âœ_âœ_. As is the case in nearly every one of her films, Breillat enforces a position [â€_]","Brooklyn, NY",,NY
"Also you've got under half an hour to enter this week's podcast contest for DVDs of SHAHENSHAH, ANATOMY OF HELL & more: http://bit.ly/cehjT6","Brooklyn, NY",,NY
Crash over Brokeback Mountain for Best Picture forever deserves to be ridiculed and continuously brought up again and again. https://t.co/sKUuopDGcO,"Brooklyn, NY",,NY
"Call Me By Your NameCMBYN 2: Call Me by Your Middle NameCMBYN 3: Call M3 by Your Last Nam3CMBYN 4: C4ll Me By Your Mom's Maiden NameCMBYN 5: Call Me By The First 5treet You Ever Lived On's NameCMBYN 6: Call Me By Your LiveJournal URLCMBYN 7: Stop Calling Me I Have Text?","Brooklyn, NY",,NY
Rewatching Lawrence of Arabia and lol thereâ€™s an Arab logic guy https://t.co/BPtWm6yE7w,"Brooklyn, NY",,NY
5 groundbreaking editing rules from Oscar-winning editor of LAWRENCE OF ARABIA and THE ELEPHANT MAN https://t.co/YOebiuYd0T https://t.co/7pDN3OlxJg,"Brooklyn, NY",,NY
Watch: How a legendary LAWRENCE OF ARABIA scene creates nearly unbearable suspense https://t.co/s3hzeodTAG https://t.co/4whs34KcnP,"Brooklyn, NY",,NY
"MERRY CHRISTMAS, MR. LAWRENCE: nationalism as repression of emotion/empathy. Oshima doesn't link so much to homosexuality as he does imperialisms stifling of individuality.Honestly: fucking moved. Queer in the way most films are not.This image wrecked me. https://t.co/luDx0iwiWx","Brooklyn, NY",,NY
"bought merry christmas mr lawrence at the b&amp;n sale, let down by the special features not including a ryuichi sakamoto contouring tutorial https://t.co/bznHKYjRUv","Brooklyn, NY",,NY
This MILLER'S CROSSING remake sucks. https://t.co/23g9iULvsJ,"Brooklyn, NY",,NY
"RE the gutting of the OCE, started googling Jon Polito's ""ethics"" speech from Miller's Crossing and remembered 2016 got him too.","Brooklyn, NY",,NY
Oh no. 2016 continues to be as brutal as Miller's Crossing. Thank you Jon Polito.  https://t.co/liAO1kq0wT,"Brooklyn, NY",,NY
"I was going to go to sleep but ""Miller's Crossing"" was added to Netflix Instant so I'll be giving my night the high hat.","brooklyn, ny",,NY
"I will drop everything Iâ€™m doing and fight you over the importance of Mona Lisa Smile. A movie I never finished. Welcome to Gay Culture.","Brooklyn, NY","Manhattan, NY",NY
Fried Green Tomatoes and Coming to America are probably my top two fave movies of all time. Hav Plenty and Mona Lisa Smile I also love.,"Brooklyn, NY",,NY
"kanye west previously remixed lorde's â€œyellow flicker beatâ€ù for the â€˜hunger games: mockingjay, pt. 1â€™ soundtrack. real recognize realhttps://t.co/ZDPtS5pa26","Brooklyn, NY",,NY
"DREAM COME TRUE: The new episode of @WitchWavePod features @missannabiller, the filmmaker of THE LOVE WITCH, a breathtaking, prismatic horror film about a femme fatale whose love magic goes terribly awry. Go to https://t.co/fY5oVsxxqr or https://t.co/5xMUyPlZax  âù_ï¸è_Ÿ”ª_Ÿ’”_Ÿ_¥_Ÿ’¥ https://t.co/xhIcdDNVw0","Brooklyn, NY",,NY
"-MARK OF THE WITCH (1970, Tom Moore)-THE LOVE WITCH (2016, @missannabiller)-BELL, BOOK, &amp; CANDLE (1958, Richard Quine) https://t.co/VTn6kcDqJv","Brooklyn, NY",,NY
"St Vincent directing female-led â€˜The Picture of Dorian Grayâ€™ film, curating a Peroni pop-up in NYC https://t.co/HQuXIgcE2R https://t.co/D1KSv3KUNt","Brooklyn, NY",,NY
The Hunger Games: Mockingjay - Part 2: Wearisome franchise (anti-)climax races from one drawn-out scene to the next. The cast looks defeated,"Brooklyn, New York",,NY
"Yo, shouts to nights where you eat jerk chicken and oxtail, drink beer + watch Miller's Crossing + Parks and Rec with your wife.","Brooklyn, N.Y.",,NY
"THE LOVE WITCH is screening at a bunch of theaters tomorrow for #ValentinesDay. If you dress up like @msrobinsun, post it here and tag us, we'll send you a poster! #TheLoveWitch has spoken. https://t.co/lEMWdAb1nB",Brooklyn USA,,NY
"Jon is currently ramming my RAM into my MacBook. We are post-Anatomy of Hell, Sunshine Cleaning and bagels. What's next?",Brooklyn,,NY
Call Me By Your Name Shippuden https://t.co/MelWRBqaE7,brooklyn,,NY
And FWIW I think you can see the end coming so far away it's like Omar Sharif on the horizon in Lawrence of Arabia HOPE YOU SAW THAT ONE TOO,Brooklyn,,NY
"Or maybe it's MERRY CHRISTMAS, MR. LAWRENCE https://t.co/fWHy3WBRbV",Brooklyn,"Manhattan, NY",NY
Parenting is exactly the same as The Picture of Dorian Gray except your kids are the youthful Dorian Gray and you are the increasingly decrepit painting.,Brooklyn,,NY
"@Shaker_aphra @Betwila @jkfecke Peter O'Toole's famous interview about the craft of acting""Well, you see, it's pretend. You -- you aren't really Lawrence of Arabia, and you don't know what Lawrence of Arabia was like, so you just make it up.""","Broadview Heights, Ohio",,OH
"Don't sleep on Sony Michel this weekend in Pittsburgh.(_Ÿ“ç@PANDORA_NA) https://t.co/eI5EHcQfOE","Bristol, CT",,CT
"#FireOnTheMile is now open at the iconic Wrigley Building in Chicago!Visit our pop-up shop throughout the holiday season for games, gear, an interactive photo booth and the perfect gifts for â__ï¸è fans of all ages! â_¡ï¸è https://t.co/1W1L5HnZiY https://t.co/SkUNpWimKS","Bridgeview, IL",,IL
This is the second film in a week I've watched with French subtitles. The other was Anatomy of Hell.,"Bridgeport, IL",,IL
"TootsieStop Making SenseBeauty and the Beast (1991)Miller's CrossingSearching for Bobby Fischer https://t.co/rOjDFvJGWl","Bradford, Ohio, USA",,OH
Watching Miller's Crossing. At the Danny Boy scene. Don't tell me I don't know how to live.,"Bradford, Ohio, USA",,OH
This ranking of Coen Brothers films puts Miller's Crossing at number 13 and is therefore SO VERY WRONG https://t.co/9p3hyCfUxL,"Bradford, Ohio, USA",,OH
"Spice, watching ""Miller's Crossing"". A classic, even without cats. https://t.co/e08ORQrSNi","Bradford, OH",,OH
Enter @bobsmoviereview Digital HD Giveaway Of The Hunger Games: Mockingjay Part 2 https://t.co/lQNDlDt4zR #steelbook #bluray #unboxing,"Boulder, Colorado",,CO
"Oscar Wilde died 117 years ago today in Paris, France age 46, author, The Picture of Dorian Gray, The Importance of Being Earnest, and The Ballad of Reading Gaol  https://t.co/DrPWylygBI https://t.co/cvd2FORJCG","Boston, Ma.",,MA
"Oscar Wilde died 116 years ago today in Paris age 46. The Picture of Dorian Gray ,The Importance of Being Earnesthttps://t.co/DrPWylygBI https://t.co/TSjVUnXWb1","Boston, Ma.",,MA
"Oscar Wilde died 116 years ago today in Paris age 46. The Picture of Dorian Gray ,The Importance of Being Earnesthttps://t.co/DrPWylygBI https://t.co/TSjVUnXWb1","Boston, Ma.",,MA
"Oscar Wilde died 116 years ago today in Paris age 46. The Picture of Dorian Gray ,The Importance of Being Earnesthttps://t.co/DrPWylygBI https://t.co/TSjVUnXWb1","Boston, Ma.",,MA
"fyi i'm an awful gay. i watched love simon a month ago on a plane, and still haven't seen call me by your name or a star is born","Boston, MA",,MA
"#7FavSteveBuscemiGhost WorldFargo Big LebowskiReservoir DogsAirheadsBarton FinkMiller's Crossing @TheCinegogue @colebrax https://t.co/vwKJDtyp75","Boston, MA",,MA
Bode Miller's Crossing #OlympicMovies @midnight,"Boston, MA",,MA
LOL just saw an add for MOCKINGJAY on TNT and realized I'd completely forgotten the entire HUNGER GAMES thing ever happened.,"Boston, MA",,MA
"RT @ianhoopes: @IGLevine @mudron Oh no please make a Millerâ€™s Crossing game, Ken.  --It's all a question of ethics. As in, he ain't got any.",Boston,,MA
RT @mudron: @IGLevine Have you considered After Effects-ing Miller's Crossing so Gabriel Byrne's hands are on fire? --Look into your heart.,Boston,,MA
RT @dannyodwyer: @IGLevine Why always the believable Irish characters? Are you secrety one of us? --Just watched a lot of Miller's Crossing.,Boston,,MA
"Trump looks like the Picture of Dorian Gray that was hidden in the attic, reflecting the corruption of his putrid life #lastword",Blue Grass of Kentucky,,KY
"Diggin these promotional images of Samantha Robinson, the star of @missannabiller 's 2016 film 'The Love Witch' https://t.co/zWg4CWqcXw","Black Forest, CO",,CO
For St. Patrick's Day you should watch Miller's Crossing.,"Birmingham , AL",,AL
"Our #CarolMovie Soundtrack comes in at #5! Also Rachel Portmanâ€™s Belle at #18. ""The 25 Best Movie Scores of the 21st Century"" https://t.co/jINtmknYV9 via @indiewire https://t.co/TRnzF6qp4L","Beverly Hills, CA",,CA
"#TIFF17 Fave #THREEBILLBOARDS OUTSIDE EBBING, MISSOURI Soundtrack by Oscar-nominated @CarterBurwell (#CarolMovie) out Nov 10 _Ÿ’¿ + Digital! https://t.co/F8fofkT7pc","Beverly Hills, CA",,CA
#CarolMovie is #12! --&gt;The 50 Best Film Scores Of The 21st Century So Far https://t.co/Cj2gZw4Kg5 https://t.co/8PlVNtNAUt,"Beverly Hills, CA",,CA
"Congrats to Randal Poster, who won Best Music Supervision in a Film for #CarolMovie at the #GMSAwards last night! https://t.co/F8ky1pa0di","Beverly Hills, CA",,CA
@ManchuCandidate @TrueFactsStated @MelissaJPeltier The first one is Donaldâ€™s Picture of Dorian Gray.,Between the Moon & NYC ,,NY
"All of the photos I had seen of Stormy Daniels were obviously taken more than a decade ago. Seeing her tonight being interviewed by Anderson Coopersissy, I was reminded of Oscar Wilde's ""Picture of Dorian Gray"". She has become, well, to be kind, half bald and very hard to look at","Bethlehem, Pa.",,PA
"Coen Bros: Raising Arizona, Millerâ€™s Crossing, Barton Fink OR Fargo, The Big Lebowski, O Brother Where Art Thou? ORRRR No Country For Old Men, Burn After Reading, A Serious Man https://t.co/7Q1h0yJ4HA","Berkeley, CA",,CA
So Mona Lisa Smile is probably one of my most favorite movies _Ÿ‘ç_Ÿ˜_âù_,"Bellingham, WA",,WA
Why is the CEO of Twitter looking like he's going to get bound up in a pentagram of candles in The Love WItch? https://t.co/P02Np4QUQl,Baltimore,,MD
"I'm constantly inspired by @missannabiller's mastery of color, design, campiness, and the female gaze in VIVA and THE LOVE WITCH. https://t.co/dPkUXYdMoZ","Azusa, CA",,CA
Just Julia being Julia. #SlashtheMovie @hannahmarks @burnie #preorder your copy on @iTunes https://t.co/dKTNhj1kfF https://t.co/PadwRv4YeK,"Austin, TX","Austin, TX",TX
I should be paid for being @julia_elizondo 's personal photographer https://t.co/BhVn7e6Q4p,"Austin, TX",,TX
"#HeathLedger, in Ang Lee's BROKEBACK MOUNTAIN (2005).#BOTD #AngLee https://t.co/braoEqqVEM","Austin, TX",,TX
"BROKEBACK MOUNTAIN (2005) DP: Rodrigo Prieto Dir: Ang LeeBuy or Rent via Amazon: https://t.co/vIfdzROyiU https://t.co/mou6H9n5wN","Austin, TX",,TX
"BROKEBACK MOUNTAIN (2005) Director of Photography: Rodrigo PrietoDirector: Ang LeeMore Shots: https://t.co/wJ1cCcTQIW https://t.co/sw9ni0UX99","Austin, TX",,TX
"BROKEBACK MOUNTAIN (2005)Director of Photography: Rodrigo PrietoDirector: Ang LeeBuy or Rent via Amazon: https://t.co/BWaHrMT4NV https://t.co/JaxIDdiaqG","Austin, TX",,TX
"CALL ME BY YOUR NAME (2017) DP: Syombhu MukdeepromDirector: Luca GuadagninoBuy via Amazon: https://t.co/SoShsUM9Oo https://t.co/4v1e0CGZcg","Austin, TX",,TX
The director of 'Call Me By Your Name' and 'Suspiria' tells us how it's done. https://t.co/5lfO7upgxP,"Austin, TX",,TX
The director of 'Call Me By Your Name' and 'Suspiria' tells us how it's done. https://t.co/5lfO7upgxP,"Austin, TX",,TX
The director of 'Call Me By Your Name' and 'Suspiria' tells us how it's done. https://t.co/5lfO7upgxP,"Austin, TX",,TX
"Learn some valuable lessons from the brilliant director of 'Call Me By Your Name,' 'I Am Love,' and the 'Suspiria' remake. https://t.co/5lfO7upgxP","Austin, TX",,TX
"â€œI donâ€™t believe that the script is the most important part of the process...itâ€™s the unexpected that makes something great.â€ù - Luca Guadagnino, director of 'Call Me By Your Name' https://t.co/5lfO7upgxP","Austin, TX",,TX
This could be the role of a lifetime for the â€˜Call Me By Your Nameâ€™ actor. https://t.co/k2NP489EnE,"Austin, TX",,TX
"CALL ME BY YOUR NAME (2017) DP: Syombhu MukdeepromDirector: Luca GuadagninoBuy via Amazon: https://t.co/8cG37ZxiZ8 https://t.co/GmKwmAHqVL","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) Director of Photography: Freddie Young Director: David LeanMore Shots: https://t.co/KhIoWhHYMP https://t.co/pyVqcStgNJ","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) Director of Photography: Freddie Young Director: David Lean More Shots: https://t.co/9zCUSqS7MA https://t.co/Jyo0LCSG7M","Austin, TX",,TX
"Peter O'Toole, as LAWRENCE OF ARABIA, in David Lean's 1962 masterpiece. https://t.co/3IKjIyttKO","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) Director of Photography: Freddie YoungDirector: David LeanMore Shots: https://t.co/zh2qkjp1l0 https://t.co/axF6MXV8n7","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) DP: Freddie Young Dir: David LeanMore Shots: https://t.co/pEUj4FAJs7 https://t.co/Wo0GX9lk5M","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) Director of Photography: Freddie YoungDirector: David LeanMore Shots:  https://t.co/3jxYAfyHEr https://t.co/pCY27SEaeN","Austin, TX",,TX
"I want you all to know that in a bar somewhere in Austin, Texas, there is a cat watching Lawrence of Arabia. https://t.co/heTleOCfPU","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) Director of Photography: Freddie Young Director: David LeanMore Shots: https://t.co/kaU9kBPzbK https://t.co/PfP4kKTg5c","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) Director of Photography: Freddie Young Director: David Lean More Shots: https://t.co/9zCUSqS7MA https://t.co/UrlbF6Kpjn","Austin, TX",,TX
"LAWRENCE OF ARABIA (1962) DP: Freddie Young Director: David LeanMore Shots: https://t.co/erCi6Hhnqv https://t.co/gDKbEEJMv5","Austin, TX",,TX
"MERRY CHRISTMAS MR. LAWRENCE (1983)DP: Toichiro NarushimaDirector: Nagisa OshimaStream it right now on @FilmStruck: https://t.co/CzHbd2rkbB https://t.co/DMRBvWr7Aj","Austin, TX",,TX
"MILLER'S CROSSING (1990) Director of Photography: Barry Sonnenfeld Directors: Joel Coen, Ethan Coen More Shots: https://t.co/QbByOn1uJT https://t.co/9QOhJvnQsp","Austin, TX",,TX
"MILLER'S CROSSING (1990) Director of Photography: Barry Sonnenfeld Directors: Joel Coen, Ethan Coen More Shots: https://t.co/vNb4EqYAmp https://t.co/ZuJW0Kbk7i","Austin, TX",,TX
"MILLER'S CROSSING (1990) Director of Photography: Barry Sonnenfeld Directors: Joel Coen, Ethan Coen More Shots: https://t.co/vNb4EqYAmp https://t.co/6iDh9As2Ez","Austin, TX",,TX
"MILLER'S CROSSING (1990) Director of Photography: Barry Sonnenfeld | Directors: Joel Coen, Ethan Coen | More Shots: https://t.co/bcxYkxb6sB https://t.co/kg7nFcbv7F","Austin, TX",,TX
"MILLER'S CROSSING (1990) Director of Photography: Barry Sonnenfeld | Directors: Joel Coen, Ethan Coen https://t.co/eZNJ2Yxxqb","Austin, TX",,TX
"MILLER'S CROSSING (1990) Director of Photography: Barry Sonnenfeld | Directors: Joel Coen, Ethan Coen http://t.co/c3CSY1P2QL","Austin, TX",,TX
MILLERâ€™S CROSSING (1990) Director of Photography: Barry Sonnenfeld | Directors: Joel and Ethan Coen http://t.co/S1THFBv5Rd,"Austin, TX",,TX
MILLERâ€™S CROSSING (1990) Director of Photography: Barry Sonnenfeld | Directors: Joel and Ethan Coen http://t.co/J8YmkztMYL,"Austin, TX",,TX
MILLER'S CROSSING (1990) http://t.co/T7E9KXo4EW Director of Photography: Barry Sonnenfeld | Directors: Joel and Ethan Coen,"Austin, TX",,TX
Judith Miller's Crossing. #AddaWordRuinaMovie,"Austin, TX",,TX
Sometimes ya just have to put on MILLER'S CROSSING,"Austin, Tx",,TX
"""I'm sick of the high hat!"" - Me for a solid week everytime I watch Miller's Crossing.","Austin, Tx",,TX
"If the US went into a Hunger Games rebellion right now, who would be our Mockingjay?","Austin, TX",,TX
"THE LOVE WITCH (2016) Director of Photography: M. David Mullen Director: Anna BillerMore Shots: https://t.co/A7SsrsXkWH https://t.co/WGuDw5MoaK","Austin, TX",,TX
"THE LOVE WITCH (2016)DP: M. David MullenDirector: @missannabillerBuy, Rent, or Stream via @amazon: https://t.co/fgLwI6t2Lc https://t.co/02jbIjMUqa","Austin, TX",,TX
"THE LOVE WITCH (2016) Director of Photography: M. David Mullen Director: Anna BillerMore Shots: https://t.co/A7SsrsXkWH https://t.co/fTC89RfDxG","Austin, TX",,TX
"THE LOVE WITCH (2016)  DP: M. David MullenDirector: Anna BillerBuy, Rent, or Stream via Amazon: https://t.co/iAwMlC7r9P https://t.co/15LP2DAIlr","Austin, TX",,TX
"THE LOVE WITCH (2016) Director of Photography: M. David Mullen Director: Anna BillerMore Shots: https://t.co/N8mpHqx9kr https://t.co/jcmWEJ8P0m","Austin, TX",,TX
"THE LOVE WITCH (2016)  DP: M. David MullenDirector: Anna BillerMore Shots: https://t.co/7V1skb69pI https://t.co/DNaEsjCeTo","Austin, TX",,TX
"THE LOVE WITCH (2016) Director of Photography: M. David Mullen Director: Anna BillerMore Shots: https://t.co/ywN3zLvIlz https://t.co/FjREtxMqhk","Austin, TX",,TX
THE LOVE WITCH (2016) â_Ÿ DP: M. David Mullenâ_ŸDirector: Anna Biller â_Ÿ More Best Shots of 2016: https://t.co/sBUxXUkg2I https://t.co/nE1xNdwNpn,"Austin, TX",,TX
Happy Birthday Sam Raimi. You were great in Miller's Crossing. https://t.co/441xwVs5wN,"Austin, Texas",,TX
Want to watch a prohibition gangster flick whilst sipping on some liquor? We live to please. MILLERâ€™S CROSSING: http://t.co/BNT8id8wMX,"Austin, Texas",,TX
